"Grid","Sample_ID","LU_type","Species","Ecological grouping","Maturity","Abundance","Additional material","Total abundance per replicate","Comments","FID","OBJECTID","Unique_ID","Photo","NOTES","observed_o","user_login","positional","POINT_X","POINT_Y","Date","Time","MAT","MAP","Albedo","MAP_Seas","MAT_Seas","Crop","Dist_Urban","Forest_Con","NDVI","Forest_Dec","Pop_Dens","Elev","Slope","Aspect","Dist_River","SOC","pH","P","N","Clay_Silt"
"G39",270,"PAST",NA,NA,NA,NA,NA,NA,NA,261,261,"G39_PAST_270","https://inaturalist-open-data.s3.amazonaws.com/photos/172364425/medium.jpeg"," ","2021-12-14 08:48:03","andrerp89",7,-7.85906178967,41.57011142,"2021-12-14","08:48",11.4544001,1599.0699463,1597.9599609,53.2999992,481.0599976,0.0193199,7395.8300781,0,165.753006,0,40.530201,772.4320068,242.8869934,93.5311966,13917.5,73.7742004,4.93433,25.9076004,2.2375801,29.3020992
"G39",267,"EXO",NA,NA,NA,NA,NA,NA,NA,262,262,"G39_EXO_267","https://inaturalist-open-data.s3.amazonaws.com/photos/172298322/medium.jpeg"," ","2021-12-13 17:20:46","andrerp89",3,-7.91371006956,41.5357475998,"2021-12-13","17:20",13.1964998,1518.7700195,1368.5799561,53.5,489.3729858,0.0831248,6834.7001953,0,184.3809967,0,5.0683899,468.8129883,238.2420044,157.2359924,15729.9003906,109.2639999,5.3572898,19.4267998,2.3218,33.1300011
"G39",268,"PERM",NA,NA,NA,NA,NA,NA,NA,263,263,"G39_PERM_268","https://inaturalist-open-data.s3.amazonaws.com/photos/172364396/medium.jpeg"," ","2021-12-13 18:02:23","andrerp89",4,-7.87914074975,41.5231979203,"2021-12-13","18:02",13.9974003,1486.1600342,1524.0500488,53.4000015,499.7489929,0.415286,5994.4301758,0,182.0870056,0.269279,34.7701988,319.993988,241.5700073,130.7050018,17485.8007813,87.495697,5.6290998,21.4883995,1.89533,37.4202995
"G39",269,"CROP",NA,NA,NA,NA,NA,NA,NA,264,264,"G39_CROP_269","https://inaturalist-open-data.s3.amazonaws.com/photos/172364403/medium.jpeg"," ","2021-12-14 07:56:10","andrerp89",8,-7.78570050028,41.5286167098,"2021-12-14","07:56",13.8697004,1347.4300537,1487.8499756,52.8914986,510.776001,0.92251,631.867981,0,167.7149963,0,151.8849945,369.9500122,244.772995,147.1269989,20422.3007813,83.959198,6.0180302,34.1265984,1.9531699,39.0098
"G40",394,"FOR",NA,NA,NA,NA,NA,NA,NA,265,265,"G40_FOR_394","https://static.inaturalist.org/photos/170881282/medium.jpeg"," ","2021-11-29 15:37:06","filipe70",3,-7.64600143961,41.5958201496,"2021-11-29","15:37",12.3549004,1196.2900391,1411.1500244,51.0197983,507.8909912,0.0574728,1895.5999756,0,165.3529968,0,29.1991997,677.9219971,242.9900055,99.7251968,18505.3007813,78.6707993,5.1407299,22.7574997,1.79801,41.8180008
"G53",216,"CROP",NA,NA,NA,NA,NA,NA,NA,266,266,"G53_CROP_216","https://inaturalist-open-data.s3.amazonaws.com/photos/168060205/medium.jpeg","GPS ERROR","2021-11-09 08:19:52","andrerp89",3299,-7.54283370022,41.5477127001,"2021-11-09","08:19",10.7257004,1084.3299561,1415.4699707,49.8746986,503.1560059,0.172665,5094.2797852,0,156.3079987,0.383794,66.8003998,961.6030273,240.1369934,177.4320068,17237.0996094,74.7975998,5.20684,25.9248009,3.0548401,38.1288986
"G40",399,"EXO",NA,NA,NA,NA,NA,NA,NA,267,267,"G40_EXO_399","https://static.inaturalist.org/photos/170881876/medium.jpeg"," ","2021-11-30 10:26:30","filipe70",7,-7.55671422968,41.5779155703,"2021-11-30","10:26",12.5314999,939.4810181,1370.7299805,49.9873009,521.1550293,0.0587123,3159.3400879,0,177.246994,0.681143,7.2115002,611.5029907,240.3150024,93.3923035,17579.1992188,66.4845963,5.1190701,19.2996998,1.86887,42.3438988
"G40",395,"URB",NA,NA,NA,NA,NA,NA,NA,268,268,"G40_URB_395","https://static.inaturalist.org/photos/170881561/medium.jpeg"," ","2021-11-29 16:15:31","filipe70",5,-7.61204730014,41.5590404302,"2021-11-29","16:15",12.8017998,1015.9199829,1562.1199951,50.9873009,519.0549927,0.61983,1998.1400146,0.322682,141.5429993,0.0574878,66.7968979,578.440979,249.1499939,103.8560028,17546.1992188,55.9836006,5.2327399,24.0713997,1.8049001,33.0890007
"G40",396,"PAST",NA,NA,NA,NA,NA,NA,NA,269,269,"G40_PAST_396","https://static.inaturalist.org/photos/170881604/medium.jpeg"," ","2021-11-29 16:41:23","filipe70",7,-7.56133445982,41.5417472002,"2021-11-29","16:41",10.5047998,1069.4499512,1306.6700439,50.1747017,497.7680054,0.181097,3402.7099609,0,160.4759979,0,1.00808,984.3619995,243.2200012,144.3760071,15979.9003906,74.5828018,5.0585399,21.4155006,1.69125,33.0551987
"G24",3,"FOR",NA,NA,NA,NA,NA,NA,NA,270,270,"G24_FOR_3","https://static.inaturalist.org/photos/162875540/medium.jpeg"," ","Mon Oct 11 2021 13:56:39 GMT+0100 (GMT+1)","claudia_carvalho_santos",19,-8.68306422044,41.4503651598,"Mon Oct 11"," (GMT",14.8543997,1509.3800049,1508.4399414,51.1283989,377.3059998,0.197111,1998.1400146,0,172.0429993,0.243867,100.5859985,106.5569992,248.5509949,143.5189972,6519.1699219,77.6138992,4.96139,37.8238983,2.47756,43.5267982
"G24",4,"EXO",NA,NA,NA,NA,NA,NA,NA,271,271,"G24_EXO_4","https://static.inaturalist.org/photos/162883845/medium.jpeg"," ","Mon Oct 11 2021 15:11:02 GMT+0100 (GMT+1)","claudia_carvalho_santos",5,-8.68569376885,41.4172591314,"Mon Oct 11"," (GMT",14.8406,1538.2299805,1638.1400146,51.2000008,375.8049927,0.316995,1263.7399902,0,182.0180054,0.683005,13.7856998,115.9469986,246.5740051,99.5576019,8363.1396484,95.5842972,5.3179402,39.3829002,2.63676,37.9341011
"G25",106,"CROP",NA,NA,NA,NA,NA,NA,NA,276,276,"G25_CROP_106","https://static.inaturalist.org/photos/164558525/medium.jpeg"," ","2021-10-20 14:45:04","susanamendes",3,-8.55719155005,41.4391976296,"2021-10-20","14:45",15.1458998,1547.2399902,1846.8199463,50.9000015,416.381012,0.974558,1263.7399902,0,164.5070038,0,231.3639984,75.7347031,249.9190063,133.6109924,10459.4003906,64.3515015,5.5563202,46.6605988,2.52003,53.1964989
"G25",103,"PAST",NA,NA,NA,NA,NA,NA,NA,277,277,"G25_PAST_103","https://inaturalist-open-data.s3.amazonaws.com/photos/164574060/medium.jpeg"," ","2021-10-20 16:48:48","filipe70",4,-8.5837499501,41.4266323802,"2021-10-20","16:48",14.974,1550.9200439,1637.3299561,50.9000015,407.151001,0.567813,893.5960083,0,172.3869934,0.209409,300.7890015,100.2809982,248.3919983,146.6049957,11226.5,79.6287994,5.3919101,36.7480011,2.4872799,48.8815994
"G25",105,"EXO",NA,NA,NA,NA,NA,NA,NA,278,278,"G25_EXO_105","https://inaturalist-open-data.s3.amazonaws.com/photos/164564273/medium.jpeg"," ","2021-10-20 15:31:50","andrerp89",5,-8.57656226973,41.40394026,"2021-10-20","15:31",14.6752996,1559.7099609,1425.3000488,50.9000015,409.6489868,0.121741,893.5960083,0.0902866,179.7570038,0.546012,20.6536007,166.2799988,247.4470062,108.5569992,13831.2001953,77.5691986,4.7757902,22.4262009,1.7205,43.3675995
"G25",104,"FOR",NA,NA,NA,NA,NA,NA,NA,279,279,"G25_FOR_104","https://static.inaturalist.org/photos/164585227/medium.jpeg"," ","2021-10-20 18:00:08","susanamendes",5,-8.51419357537,41.3660283949,"2021-10-20","18:00",15.2540998,1437.1300049,1589.2299805,51.0410004,419.3049927,0.605505,0,0,162.9219971,0.103624,502.7070007,79.4965973,248.3609924,121.5690002,18603,75.8529968,5.35217,32.5649986,2.6395199,41.0523987
"G25",102,"PERM",NA,NA,NA,NA,NA,NA,NA,280,280,"G25_PERM_102","https://static.inaturalist.org/photos/164542892/medium.jpeg"," ","2021-10-20 12:26:32","susanamendes",3,-8.47757871968,41.4024813699,"2021-10-20","12:26",15.0613003,1494.4699707,1658.0999756,50.9324989,430.5010071,0.802148,893.5960083,0,165.4360046,0.197852,219.9799957,100.0920029,248.8059998,182.6970062,17356.4003906,81.5603027,5.95579,32.3973999,2.8645599,43.3810005
"G25",101,"URB",NA,NA,NA,NA,NA,NA,NA,281,281,"G25_URB_101","https://static.inaturalist.org/photos/164538828/medium.jpeg"," ","2021-10-20 11:36:37","susanamendes",3,-8.44700267034,41.4017997504,"2021-10-20","11:36",14.9133997,1540.8399658,1664.6500244,51,437.9339905,0.763295,0,0,147.0200043,0,708.7219849,130.0670013,249.1640015,145.4230042,18697,83.0091019,5.4389701,32.9192009,2.3977599,40.3153992
"G26",140,"EXO",NA,NA,NA,NA,NA,NA,NA,282,282,"G26_EXO_140","https://inaturalist-open-data.s3.amazonaws.com/photos/169324928/medium.jpg"," ","Thu Nov 18 2021 10:30:51 GMT+0000 (GMT)","claudia_carvalho_santos",65,-8.28217294093,41.4259079142,"Thu Nov 18","00 (G",13.4118004,1666.7700195,1425.9200439,51.7000008,463.0239868,0.120945,1263.7399902,0,182.7649994,0.769216,140.4290009,412.2659912,243.5039978,202.1069946,13164.9003906,92.1897964,4.88937,15.4157,2.12198,28.4661999
"G26",126,"FOR",NA,NA,NA,NA,NA,NA,NA,284,284,"G26_FOR_126","https://inaturalist-open-data.s3.amazonaws.com/photos/169342830/medium.jpg"," ","Thu Nov 18 2021 13:19:26 GMT+0000 (GMT)","claudia_carvalho_santos",149,-8.21262180026,41.3951958199,"Thu Nov 18","00 (G",14.1285,1473.5,1394.0500488,52.0999985,467.5299988,0.0443357,893.5960083,0,176.2299957,0.955664,245.996994,270.8970032,243.2429962,122.8330002,13319.4003906,80.1176987,5.4506898,16.3050995,2.30214,39.2095985
"G28",273,"URB",NA,NA,NA,NA,NA,NA,NA,288,288,"G28_URB_273","https://inaturalist-open-data.s3.amazonaws.com/photos/172379634/medium.jpeg"," ","2021-12-14 14:10:56","andrerp89",3,-7.84936973033,41.47055416,"2021-12-14","14:10",13.7896996,1564.7600098,1480.8499756,53.5284004,502.5360107,0.411063,631.867981,0,170.0390015,0.442225,176.2420044,347.5230103,245.6699982,88.6565018,21907.5,87.1388016,5.6435399,29.7220993,2.3686199,40.1584015
"G29",168,"EXO",NA,NA,NA,NA,NA,NA,NA,289,289,"G29_EXO_168","https://inaturalist-open-data.s3.amazonaws.com/photos/169874341/medium.jpeg"," ","2021-11-22 15:33:26","srcosta",9,-7.67884195759,41.4367776502,"2021-11-22","15:33",12.2418003,1173.8199463,1719.6600342,52.7071991,508.0710144,0.987015,631.867981,0,159,0.0041848,68.031601,672.8359985,249.7089996,111.2860031,7027.6401367,61.3395004,5.2256098,35.6912003,1.89221,31.8197002
"G29",166,"FOR",NA,NA,NA,NA,NA,NA,NA,292,292,"G29_FOR_166","https://inaturalist-open-data.s3.amazonaws.com/photos/169862101/medium.jpeg"," ","2021-11-22 12:50:51","srcosta",9,-7.50948619123,41.3314753816,"2021-11-22","12:50",12.4616003,970.4390259,1349.9300537,50.9197998,519.5949707,0.616577,3159.3400879,0.225254,154.9360046,0,107.0830002,670.4569702,248.2030029,171.6889954,3246.3000488,62.9291992,5.2192302,13.9899998,1.39622,46.3736
"G14",158,"FOR",NA,NA,NA,NA,NA,NA,NA,293,293,"G14_FOR_158","https://static.inaturalist.org/photos/171952152/medium.jpeg"," ","2021-12-10 13:43:30","susanamendes",6,-8.71773965036,41.2495565699,"2021-12-10","13:43",15.6372995,1269.6300049,1723.5300293,52.6156998,349.506012,0.0545214,0,0,112.0139999,0,2018.2099609,14.0207996,249.7460022,190.2039948,11192.9003906,178.3650055,5.4004898,42.6785011,2.13852,43.6811981
"G14",148,"EXO",NA,NA,NA,NA,NA,NA,NA,297,297,"G14_EXO_148","https://static.inaturalist.org/photos/171944138/medium.jpeg"," ","2021-12-10 11:20:53","susanamendes",5,-8.65878156022,41.2529528704,"2021-12-10","11:20",15.3415003,1456.3900146,1714.0899658,51.5872993,371.821991,0.11139,631.867981,0.177199,128.848999,0,3391.9799805,81.1415024,249.8179932,162.6999969,11699.4003906,70.1434021,5.7115698,36.7279015,1.4005899,38.959301
"G15",10,"PAST",NA,NA,NA,NA,NA,NA,NA,300,300,"G15_PAST_10","https://static.inaturalist.org/photos/163093946/medium.jpeg"," ","2021-10-12 15:47:42","carolina_duarte",7,-8.56619860029,41.2512425001,"2021-10-12","15:47",15.1343002,1499.1099854,1538.1400146,50.8959007,399.1910095,0.0104331,631.867981,0,164.2810059,0.984291,46.6559982,119.9089966,248.9420013,119.9140015,12211.2998047,72.2723999,5.0373502,15.5494003,2.5237601,42.3429985
"G15",9,"PERM",NA,NA,NA,NA,NA,NA,NA,302,302,"G15_PERM_9","https://inaturalist-open-data.s3.amazonaws.com/photos/163082829/medium.jpg"," ","Tue Oct 12 2021 13:47:38 GMT+0100 (GMT+1)","claudia_carvalho_santos",5,-8.43879290957,41.21763122,"Tue Oct 12"," (GMT",14.7377005,1552.4300537,1393.6199951,50.5,431.3190002,0,1412.9000244,0,140.0070038,0.182721,68.0539017,202.0570068,247.2619934,131.496994,14384.4003906,77.4297028,5.24895,4.5395799,2.63009,60.3036003
"G15",8,"EXO",NA,NA,NA,NA,NA,NA,NA,303,303,"G15_EXO_8","https://inaturalist-open-data.s3.amazonaws.com/photos/163065507/medium.jpg"," ","Tue Oct 12 2021 11:45:35 GMT+0100 (GMT+1)","claudia_carvalho_santos",5,-8.47021540622,41.1404386487,"Tue Oct 12"," (GMT",14.4231997,1549.5999756,1336.5,50.5914993,424.9830017,0,1895.5999756,0,174.8309937,0.807632,4.1262498,261.802002,240.4530029,145.3099976,6707.3100586,74.4730988,5.1057,4.6985202,2.3110399,44.2778015
"G16",370,"FOR",NA,NA,NA,NA,NA,NA,NA,304,304,"G16_FOR_370","https://static.inaturalist.org/photos/169968680/medium.jpeg"," ","2021-11-23 09:35:17","filipe70",5,-8.25540862041,41.2665841096,"2021-11-23","09:35",14.5459003,1451.6700439,1639.2299805,51.2715988,459.7940063,0.478923,893.5960083,0,161.776001,0.0349475,384.3439941,194.852005,249.1000061,132.5059967,11291.2001953,62.4800987,5.2449398,25.5589008,2.3092501,38.4202003
"G16",371,"CROP",NA,NA,NA,NA,NA,NA,NA,305,305,"G16_CROP_371","https://static.inaturalist.org/photos/169970445/medium.jpeg"," ","2021-11-23 10:08:04","filipe70",6,-8.28663241006,41.2287346196,"2021-11-23","10:08",14.6638002,1418.1800537,1653.3499756,51.0999985,455.0280151,0.763395,893.5960083,0,156.0279999,0,499.3999939,176.6349945,248.7980042,143.6309967,10438.2001953,73.0988998,5.7245302,26.2621002,2.5548601,34.6665993
"G16",372,"EXO",NA,NA,NA,NA,NA,NA,NA,306,306,"G16_EXO_372","https://static.inaturalist.org/photos/169972366/medium.jpeg"," ","2021-11-23 10:52:22","filipe70",3,-8.24846761958,41.1830640496,"2021-11-23","10:52",13.0711002,1617.3800049,1474.5999756,51.4253006,463.6040039,0.241444,1787.1899414,0,174.4689941,0.298891,25.0280991,480.5180054,246.6959991,164.1410065,4672.4902344,90.9427032,4.8256402,13.6982002,1.53295,30.6632996
"G16",373,"URB",NA,NA,NA,NA,NA,NA,NA,307,307,"G16_URB_373","https://static.inaturalist.org/photos/169973763/medium.jpeg"," ","2021-11-23 11:34:07","filipe70",3,-8.22998880974,41.1584735496,"2021-11-23","11:34",14.4843998,1575.1700439,1693.3100586,51.6127014,460.0440063,0.799583,893.5960083,0,157.1100006,0.149437,549.8400269,211.3730011,247.1710052,113.0960007,1876.4799805,82.6214981,5.1771302,28.1821003,1.19407,32.9336014
"G16",374,"PERM",NA,NA,NA,NA,NA,NA,NA,308,308,"G16_PERM_374","https://static.inaturalist.org/photos/169975187/medium.jpeg"," ","2021-11-23 12:03:32","filipe70",3,-8.29143080039,41.1378180504,"2021-11-23","12:03",14.7160997,1581.9599609,1740.2900391,51.2324982,451.3540039,0.834082,893.5960083,0,154.9839935,0,669.1849976,184.9810028,248.6799927,146.951004,4819.1899414,63.9838982,5.2529302,38.6534996,2.4286001,38.6710014
"G7",451,"FOR",NA,NA,NA,NA,NA,NA,NA,309,309,"G7_FOR_451","https://static.inaturalist.org/photos/172557709/medium.jpeg"," ","2021-12-16 10:48:29","susanamendes",4,-8.36870827037,41.12158237,"2021-12-16","10:48",14.6784,1564.5100098,1398.6400146,50.7999992,439.6520081,0.34905,3159.3400879,0,163.3910065,0,359.7430115,187.7299957,246.8970032,107.9830017,6223.7797852,63.0485992,5.1545801,10.3509998,2.0161901,56.1834984
"G16",375,"PAST",NA,NA,NA,NA,NA,NA,NA,310,310,"G16_PAST_375","https://static.inaturalist.org/photos/169984348/medium.jpeg"," ","2021-11-23 12:19:06","filipe70",4,-8.32218068959,41.1418504198,"2021-11-23","12:19",13.6623001,1619.5200195,1545.9899902,51.0410004,451.3859863,0.306958,2278.2299805,0,184.5279999,0.693042,60.9651985,371.072998,247.6629944,142.2689972,6975.1499023,87.2097015,4.9265699,18.3789997,1.58903,38.6419983
"G17",44,"FOR",NA,NA,NA,NA,NA,NA,NA,311,311,"G17_FOR_44","https://static.inaturalist.org/photos/166113367/medium.jpeg"," ","2021-10-28 13:48:57","carolina_duarte",5,-7.99773858017,41.1958437603,"2021-10-28","13:48",12.3982,1495.5,1533.5600586,53.5,479.9729919,0.549212,4935.0498047,0,183.7610016,0.404,32.5854988,606.026001,243.2519989,137.6410065,8956.4804688,113.586998,5.0159998,29.2887001,2.2908001,30.4312992
"G18",407,"CROP",NA,NA,NA,NA,NA,NA,NA,312,312,"G18_CROP_407","https://static.inaturalist.org/photos/171576179/medium.jpeg"," ","2021-12-06 16:52:13","filipe70",7,-7.83909877019,41.28311613,"2021-12-06","16:52",11.9394999,1269.2800293,1540.4799805,54.1324997,489.8120117,0.781065,893.5960083,0,170.5099945,0.0344623,50.2108994,718.1149902,247.7070007,107.9990005,14494,102.2350006,5.0493698,25.1147995,1.65451,34.641201
"G18",408,"FOR",NA,NA,NA,NA,NA,NA,NA,313,313,"G18_FOR_408","https://static.inaturalist.org/photos/171583469/medium.jpeg"," ","2021-12-06 17:17:04","filipe70",4,-7.85619215015,41.2536551896,"2021-12-06","17:17",12.1190996,1319.3599854,1188.8900146,54.3409996,489.8129883,0.192156,3574.3898926,0.214107,179.5169983,0.319102,9.2248096,707.1420288,230.5339966,87.8247986,10406.2001953,99.9904022,5.2776499,12.9057999,2.5555799,29.1585007
"G18",411,"EXO",NA,NA,NA,NA,NA,NA,NA,314,314,"G18_EXO_411","https://static.inaturalist.org/photos/172108437/medium.jpeg"," ","2021-12-07 11:09:09","filipe70",4,-7.8095595996,41.2340306201,"2021-12-07","11:09",12.7709999,1027.5699463,1369.1899414,54.4283981,497.9429932,0.175711,0,0,152.1999969,0.111792,168.3690033,581.0560303,237.6139984,94.2256012,8516.7802734,69.6188965,5.7408299,10.7328997,3.0789499,36.4421005
"G18",410,"URB",NA,NA,NA,NA,NA,NA,NA,315,315,"G18_URB_410","https://static.inaturalist.org/photos/171651561/medium.jpeg"," ","2021-12-07 10:44:37","filipe70",6,-7.81869156027,41.23167875,"2021-12-07","10:44",12.8401003,1075.8800049,1320.5799561,54.4324989,499.1520081,0.182028,631.867981,0,157.2389984,0.438866,104.6279984,566.5250244,233.4779968,159.4839935,8643.2001953,85.0173035,5.49965,14.7613001,2.7539599,35.7733002
"G18",409,"PERM",NA,NA,NA,NA,NA,NA,NA,316,316,"G18_PERM_409","https://static.inaturalist.org/photos/171583571/medium.jpeg"," ","2021-12-06 18:15:44","filipe70",9,-7.85708154008,41.1792330501,"2021-12-06","18:15",14.1098003,976.3569946,1585.3100586,54.3041,506.868988,1,3402.7099609,0,149.0140076,0,134.9980011,290.7919922,241.1990051,155.9960022,2219.2900391,76.0342026,6.0145502,26.8715,1.94154,43.5754013
"G18",406,"PAST",NA,NA,NA,NA,NA,NA,NA,317,317,"G18_PAST_406","https://static.inaturalist.org/photos/171568415/medium.jpeg"," ","2021-12-06 15:55:34","filipe70",4,-7.72045404012,41.2701648601,"2021-12-06","15:55",13.0108995,932.2310181,1488.3599854,53.8872986,510.2650146,0.161475,0,0.388831,149.6349945,0,45.594101,528.4489746,248.3070068,140.5269928,12920,58.2425995,5.2193499,9.0847301,0.928525,46.6198997
"G19",400,"FOR",NA,NA,NA,NA,NA,NA,NA,318,318,"G19_FOR_400","https://static.inaturalist.org/photos/171553497/medium.jpeg"," ","2021-12-06 10:43:50","filipe70",7,-7.53176269959,41.1430351102,"2021-12-06","10:43",13.1969004,647.367981,1244.1800537,52.5872993,530.7869873,0.043096,3684.3898926,0,148.5740051,0.48173,12.4786997,541.7479858,233.1360016,140.1880035,3958.2800293,39.9337997,5.96351,18.9234009,1.55223,39.3889008
"G20",290,"PERM",NA,NA,NA,NA,NA,NA,NA,319,319,"G20_PERM_290","https://inaturalist-open-data.s3.amazonaws.com/photos/172550208/medium.jpeg","GPS ERROR","2021-12-16 07:49:05","andrerp89",3700,-7.35081179962,41.1062219,"2021-12-16","07:49",14.7505999,605.7730103,1396.6700439,50.6609001,560.9060059,0.724519,6834.7001953,0,124.6790009,0,0.543454,291.071991,235.3540039,97.7850037,4054.6799316,38.3042984,5.79249,14.1589003,1.65738,54.6189995
"G20",294,"EXO",NA,NA,NA,NA,NA,NA,NA,320,320,"G20_EXO_294","https://inaturalist-open-data.s3.amazonaws.com/photos/172551284/medium.jpeg","GPS ERROR","2021-12-16 08:16:23","andrerp89",3200,-7.44134670019,41.0834937,"2021-12-16","08:16",13.2962999,688.8930054,1540.4399414,51.4873009,539.9180298,0.975977,3402.7099609,0,131.8600006,0,22.3348007,539.65802,246.5039978,164.8919983,10101.7998047,39.5668983,5.6712399,24.1247997,1.28206,40.5133018
"G5",241,"EXO",NA,NA,NA,NA,NA,NA,NA,321,321,"G5_EXO_241","https://inaturalist-open-data.s3.amazonaws.com/photos/169962656/medium.jpeg"," ","2021-11-23 07:38:32","andrerp89",33,-8.65683490031,41.1028945299,"2021-11-23","07:38",15.6784,1327.9300537,1578.3900146,52.278801,370.4859924,0.191441,631.867981,0.268533,122.8089981,0,1460.9300537,21.5795002,249.7359924,149.0010071,4957.8500977,149.4080048,5.9731598,35.4606018,1.69798,43.0569
"G5",242,"CROP",NA,NA,NA,NA,NA,NA,NA,322,322,"G5_CROP_242","https://inaturalist-open-data.s3.amazonaws.com/photos/169966677/medium.jpeg"," ","2021-11-23 08:56:37","andrerp89",7,-8.64994998031,41.0903607199,"2021-11-23","08:56",15.7372999,1322.6700439,1614.2399902,52.3157005,369.9819946,0.308897,0,0.198161,114.7559967,0,973.3140259,17.1203995,249.7910004,137.3029938,5765.7597656,168.5780029,5.1083002,28.4995003,1.9306999,43.5778999
"G5",243,"URB",NA,NA,NA,NA,NA,NA,NA,323,323,"G5_URB_243","https://inaturalist-open-data.s3.amazonaws.com/photos/169968643/medium.jpeg"," ","2021-11-23 09:35:29","andrerp89",4,-8.64959362035,41.0662079802,"2021-11-23","09:35",-9999,-9999,-9999,-9999,-9999,-9999,631.867981,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
"G5",245,"PAST",NA,NA,NA,NA,NA,NA,NA,324,324,"G5_PAST_245","https://inaturalist-open-data.s3.amazonaws.com/photos/169973505/medium.jpeg"," ","2021-11-23 11:26:26","andrerp89",3,-8.64788583027,40.9706846203,"2021-11-23","11:26",15.8088999,1358.6199951,1576.4599609,52.9747009,375.0190125,0.0121937,893.5960083,0,112.6689987,0,166.3390045,0.727725,249.9859924,99.8494034,15992.2001953,143.5789948,5.8243098,32.2821999,1.20749,43.3554001
"G5",246,"FOR",NA,NA,NA,NA,NA,NA,NA,325,325,"G5_FOR_246","https://inaturalist-open-data.s3.amazonaws.com/photos/169975811/medium.jpeg"," ","2021-11-23 12:14:26","andrerp89",6,-8.64822913027,40.9505028596,"2021-11-23","12:14",15.75,1379.8800049,1455.5300293,53.0157013,374.1719971,0.0125015,0,0.422155,135.4219971,0.0154109,1121.4699707,9.8010302,249.802002,137.6490021,17510.9003906,153.3829956,5.01894,25.2982006,1.6193,42.9972992
"G6",244,"PAST",NA,NA,NA,NA,NA,NA,NA,326,326,"G6_PAST_244","https://inaturalist-open-data.s3.amazonaws.com/photos/169971481/medium.jpeg"," ","2021-11-23 10:29:16","andrerp89",4,-8.64176488974,41.0189006099,"2021-11-23","10:29",15.8288002,1312.5600586,1557.3199463,52.6156998,374.4299927,0.0041168,0,0,121.4110031,0,1717.7800293,6.8734899,249.9100037,131.1419983,12310.7998047,158.7100067,5.6443701,27.8887997,1.92751,42.6225014
"G6",239,"EXO",NA,NA,NA,NA,NA,NA,NA,327,327,"G6_EXO_239","https://inaturalist-open-data.s3.amazonaws.com/photos/169885692/medium.jpeg","GPS ERROR","2021-11-22 16:50:00","andrerp89",1600,-8.49436519969,41.0602452997,"2021-11-22","16:50",15.3469,1473.8900146,1365.9000244,51.5,413.7829895,0.0221921,1412.9000244,0,164.6820068,0.906735,651.4719849,107.6839981,243.4140015,76.6647034,2518.2900391,69.4588013,5.33885,26.1408997,2.72088,51.2207985
"G6",240,"CROP",NA,NA,NA,NA,NA,NA,NA,328,328,"G6_CROP_240","https://inaturalist-open-data.s3.amazonaws.com/photos/169885801/medium.jpeg","GPS ERROR","2021-11-22 17:23:50","andrerp89",1000,-8.49196399994,41.0328947003,"2021-11-22","17:23",15.1952,1554.4300537,1473.5600586,51.6283989,413.7160034,0.0011761,631.867981,0,150.2779999,0.562566,124.8470001,119.3850021,247.5399933,118.2829971,4326.8100586,68.5569992,5.0928001,17.7150993,3.0407801,53.6688995
"G6",249,"FOR",NA,NA,NA,NA,NA,NA,NA,329,329,"G6_FOR_249","https://inaturalist-open-data.s3.amazonaws.com/photos/170432255/medium.jpeg"," ","2021-11-23 16:02:04","andrerp89",8,-8.42866645969,40.9751630103,"2021-11-23","16:02",14.6764002,1692.2199707,1330.6099854,52.2041016,429.6629944,0.0028283,1895.5999756,0,188.598999,0.570888,100.9349976,214.1560059,245.727005,128.6990051,6603.4399414,69.9776001,4.5907898,25.3236008,2.31864,54.8241997
"G6",248,"URB",NA,NA,NA,NA,NA,NA,NA,330,330,"G6_URB_248","https://inaturalist-open-data.s3.amazonaws.com/photos/169986356/medium.jpeg"," ","2021-11-23 15:06:39","andrerp89",26,-8.52833490014,40.9957278003,"2021-11-23","15:06",14.7753,1734.3100586,1648.8800049,51.7000008,410.3280029,0.0139795,631.867981,0,130.9980011,0.363082,1623.3499756,202.3609924,249.0700073,99.8795013,9225.0898438,67.5222015,5.58532,20.9620991,2.3489001,41.5166016
"G6",247,"PERM",NA,NA,NA,NA,NA,NA,NA,331,331,"G6_PERM_247","https://inaturalist-open-data.s3.amazonaws.com/photos/169984364/medium.jpeg","GPS ERROR","2021-11-23 14:39:33","andrerp89",1700,-8.56918289977,40.9845904,"2021-11-23","14:39",15.1784,1643.1700439,1728.1300049,51.6915016,398.5880127,0.0850989,0,0,116.0279999,0.0058844,1800.7900391,130.9989929,249.6640015,158.625,11063.4003906,66.6296005,6.3902402,23.6959,1.22307,52.3067017
"G7",452,"EXO",NA,NA,NA,NA,NA,NA,NA,332,332,"G7_EXO_452","https://static.inaturalist.org/photos/172562183/medium.jpeg"," ","2021-12-16 12:25:04","susanamendes",3,-8.32865165975,41.0722489099,"2021-12-16","12:25",13.6265001,1643.0100098,1437.0600586,51.2452011,450.3099976,0.097082,3159.3400879,0,176.8619995,0.122771,63.1903,406.0230103,244.6179962,95.3348999,2325.7099609,75.4238968,4.8169999,9.1168499,1.1288199,34.9244995
