ID,OriginalSpeciesBinomial,SpeciesBinomial,Genus,Family,Ecological_group,Abundance,Abundance_Unit
7549_Geraskina2016_Geraskina2016_horsetail-sphagnum,Dendrodrilus rubidus tenuis,Dendrodrilus rubidus tenuis,Dendrodrilus,Lumbricidae,Epigeic,1.5,Individuals per m2
7549_Geraskina2016_Geraskina2016_boreal-tall grass,Dendrodrilus rubidus tenuis,Dendrodrilus rubidus tenuis,Dendrodrilus,Lumbricidae,Epigeic,4.4,Individuals per m2
7549_Geraskina2016_Geraskina2016_blueberry-green moss,Dendrodrilus rubidus tenuis,Dendrodrilus rubidus tenuis,Dendrodrilus,Lumbricidae,Epigeic,1,Individuals per m2
7549_Geraskina2016_Geraskina2016_nitrophyte-tall grass,Dendrodrilus rubidus tenuis,Dendrodrilus rubidus tenuis,Dendrodrilus,Lumbricidae,Epigeic,3.5,Individuals per m2
7549_Geraskina2016_Geraskina2016_nitrophyte-tall grass,Eisenia atlavinyteae,Eisenia atlavinyteae,Eisenia,Lumbricidae,Epi-Endogeic,5.5,Individuals per m2
7549_Geraskina2016_Geraskina2016_boreal-tall grass,Eisenia atlavinyteae,Eisenia atlavinyteae,Eisenia,Lumbricidae,Epi-Endogeic,3.4,Individuals per m2
7549_Geraskina2016_Geraskina2016_Nettle-Cereal fallow land,Eisenia nordenskioldi nordenskioldi,Eisenia nordenskioldi nordenskioldi,Eisenia,Lumbricidae,Epi-Endogeic,7,Individuals per m2
7549_Geraskina2016_Geraskina2016_nitrophyte-tall grass,Eisenia nordenskioldi nordenskioldi,Eisenia nordenskioldi nordenskioldi,Eisenia,Lumbricidae,Epi-Endogeic,9,Individuals per m2
7549_Geraskina2016_Geraskina2016_boreal-tall grass,Eisenia nordenskioldi nordenskioldi,Eisenia nordenskioldi nordenskioldi,Eisenia,Lumbricidae,Epi-Endogeic,2,Individuals per m2
7549_Geraskina2016_Geraskina2016_Dry meadow,Lumbricus rubellus,Lumbricus rubellus,Lumbricus,Lumbricidae,Epigeic,16,Individuals per m2
7549_Geraskina2016_Geraskina2016_Nettle-Cereal fallow land,Lumbricus rubellus,Lumbricus rubellus,Lumbricus,Lumbricidae,Epigeic,5.5,Individuals per m2
7549_Geraskina2016_Geraskina2016_nitrophyte-tall grass,Octolasion lacteum,Octolasion lacteum,Octolasion,Lumbricidae,Endogeic,1.5,Individuals per m2
7549_Geraskina2016_Geraskina2016_nitrophyte-tall grass,Perelia diplotetratheca,Rhiphaeodrilus diplotetrathecus,Rhiphaeodrilus,Lumbricidae,Epi-Endogeic,15.5,Individuals per m2
7549_Geraskina2016_Geraskina2016_large fern,Perelia diplotetratheca,Rhiphaeodrilus diplotetrathecus,Rhiphaeodrilus,Lumbricidae,Epi-Endogeic,4,Individuals per m2
7549_Geraskina2016_Geraskina2016_boreal-tall grass,Perelia diplotetratheca,Rhiphaeodrilus diplotetrathecus,Rhiphaeodrilus,Lumbricidae,Epi-Endogeic,10.3,Individuals per m2
7549_Geraskina2016_Geraskina2016_blueberry-green moss,Perelia diplotetratheca,Rhiphaeodrilus diplotetrathecus,Rhiphaeodrilus,Lumbricidae,Epi-Endogeic,3,Individuals per m2
7549_Geraskina2016_Geraskina2016_Nettle-Cereal fallow land,Perelia diplotetratheca,Rhiphaeodrilus diplotetrathecus,Rhiphaeodrilus,Lumbricidae,Epi-Endogeic,18,Individuals per m2
7549_Geraskina2016_Geraskina2016_horsetail-sphagnum,Perelia diplotetratheca,Rhiphaeodrilus diplotetrathecus,Rhiphaeodrilus,Lumbricidae,Epi-Endogeic,6,Individuals per m2
7549_Geraskina2016_Geraskina2016_boreal-tall grass,NA,NA,,Lumbricidae,Unknown,1,Individuals per m2
7549_Geraskina2016_Geraskina2016_Dry meadow,NA,NA,,Lumbricidae,Unknown,18,Individuals per m2
7549_Geraskina2016_Geraskina2016_nitrophyte-tall grass,NA,NA,,Lumbricidae,Unknown,2,Individuals per m2
7549_Geraskina2016_Geraskina2016_horsetail-sphagnum,NA,NA,,Lumbricidae,Unknown,1,Individuals per m2
7587_Wenk2016_Wenk2016_MI,Aporrectodea caliginosa,Aporrectodea caliginosa,Aporrectodea,Lumbricidae,Endogeic,2.22,Individuals per m2
7587_Wenk2016_Wenk2016_MO,Aporrectodea caliginosa,Aporrectodea caliginosa,Aporrectodea,Lumbricidae,Endogeic,82.11,Individuals per m2
7587_Wenk2016_Wenk2016_MI,Dendrobaena octaedra,Dendrobaena octaedra,Dendrobaena,Lumbricidae,Epigeic,0.76,Individuals per m2
7587_Wenk2016_Wenk2016_MO,Octolasion cyaneum,Octolasion cyaneum,Octolasion,Lumbricidae,Endogeic,3.89,Individuals per m2
7587_Wenk2016_Wenk2016_MI,NA,NA,NA,NA,Unknown,0.2,Individuals per m2
7587_Wenk2016_Wenk2016_NH,NA,NA,NA,NA,Unknown,0,Individuals per m2
7587_Wenk2016_Wenk2016_MO,NA,NA,NA,NA,Unknown,51.98,Individuals per m2
7587_Wenk2016_Wenk2016_MO,NA,NA,NA,NA,Unknown,110.1,Individuals per m2
7587_Wenk2016_Wenk2016_MI,NA,NA,NA,NA,Unknown,5.53,Individuals per m2
7587_Wenk2016_Wenk2016_MA,NA,NA,NA,NA,Unknown,0,Individuals per m2
7600_Amosse2016_Amosse_study_1963WS,Allolobophora chlorotica,Allolobophora chlorotica,Allolobophora,Lumbricidae,Epi-Endogeic,91,Individuals per m2
7600_Amosse2016_Amosse_study_19thJA,Allolobophora chlorotica,Allolobophora chlorotica,Allolobophora,Lumbricidae,Epi-Endogeic,53,Individuals per m2
7600_Amosse2016_Amosse_study_19thGR,Allolobophora chlorotica,Allolobophora chlorotica,Allolobophora,Lumbricidae,Epi-Endogeic,25,Individuals per m2
7600_Amosse2016_Amosse_study_20thFS,Allolobophora chlorotica,Allolobophora chlorotica,Allolobophora,Lumbricidae,Epi-Endogeic,2,Individuals per m2
7600_Amosse2016_Amosse_study_1995RP,Allolobophora chlorotica,Allolobophora chlorotica,Allolobophora,Lumbricidae,Epi-Endogeic,102,Individuals per m2
7600_Amosse2016_Amosse_study_1995HR,Allolobophora chlorotica,Allolobophora chlorotica,Allolobophora,Lumbricidae,Epi-Endogeic,57,Individuals per m2
7600_Amosse2016_Amosse_study_REFUFP,Allolobophora chlorotica,Allolobophora chlorotica,Allolobophora,Lumbricidae,Epi-Endogeic,364,Individuals per m2
7600_Amosse2016_Amosse_study_2005PB,Allolobophora chlorotica,Allolobophora chlorotica,Allolobophora,Lumbricidae,Epi-Endogeic,32,Individuals per m2
7600_Amosse2016_Amosse_study_1970JR,Allolobophora chlorotica,Allolobophora chlorotica,Allolobophora,Lumbricidae,Epi-Endogeic,25,Individuals per m2
7600_Amosse2016_Amosse_study_1933PL,Allolobophora chlorotica,Allolobophora chlorotica,Allolobophora,Lumbricidae,Epi-Endogeic,72,Individuals per m2
7600_Amosse2016_Amosse_study_20thER,Allolobophora chlorotica,Allolobophora chlorotica,Allolobophora,Lumbricidae,Epi-Endogeic,90,Individuals per m2
7600_Amosse2016_Amosse_study_19thTU,Allolobophora chlorotica,Allolobophora chlorotica,Allolobophora,Lumbricidae,Epi-Endogeic,19,Individuals per m2
7600_Amosse2016_Amosse_study_2005RU,Allolobophora chlorotica,Allolobophora chlorotica,Allolobophora,Lumbricidae,Epi-Endogeic,46,Individuals per m2
7600_Amosse2016_Amosse_study_2010PR,Allolobophora chlorotica,Allolobophora chlorotica,Allolobophora,Lumbricidae,Epi-Endogeic,51,Individuals per m2
7600_Amosse2016_Amosse_study_2010VM,Allolobophora chlorotica,Allolobophora chlorotica,Allolobophora,Lumbricidae,Epi-Endogeic,244,Individuals per m2
7600_Amosse2016_Amosse_study_2005PB,Allolobophora icterica,Aporrectodea icterica,Aporrectodea,Lumbricidae,Endogeic,3,Individuals per m2
7600_Amosse2016_Amosse_study_19thGR,Aporrectodea caliginosa,Aporrectodea caliginosa,Aporrectodea,Lumbricidae,Endogeic,15,Individuals per m2
7600_Amosse2016_Amosse_study_2010VM,Aporrectodea caliginosa,Aporrectodea caliginosa,Aporrectodea,Lumbricidae,Endogeic,1,Individuals per m2
7600_Amosse2016_Amosse_study_2005PB,Aporrectodea longa,Aporrectodea longa,Aporrectodea,Lumbricidae,Anecic,139,Individuals per m2
7600_Amosse2016_Amosse_study_19thTU,Aporrectodea longa,Aporrectodea longa,Aporrectodea,Lumbricidae,Anecic,31,Individuals per m2
7600_Amosse2016_Amosse_study_19thJA,Aporrectodea longa,Aporrectodea longa,Aporrectodea,Lumbricidae,Anecic,8,Individuals per m2
7600_Amosse2016_Amosse_study_1970JR,Aporrectodea longa,Aporrectodea longa,Aporrectodea,Lumbricidae,Anecic,36,Individuals per m2
7600_Amosse2016_Amosse_study_20thFS,Aporrectodea longa,Aporrectodea longa,Aporrectodea,Lumbricidae,Anecic,13,Individuals per m2
7600_Amosse2016_Amosse_study_1963WS,Aporrectodea longa,Aporrectodea longa,Aporrectodea,Lumbricidae,Anecic,23,Individuals per m2
7600_Amosse2016_Amosse_study_1995HR,Aporrectodea longa,Aporrectodea longa,Aporrectodea,Lumbricidae,Anecic,85,Individuals per m2
7600_Amosse2016_Amosse_study_REFUFP,Aporrectodea longa,Aporrectodea longa,Aporrectodea,Lumbricidae,Anecic,26,Individuals per m2
7600_Amosse2016_Amosse_study_19thTC,Aporrectodea longa,Aporrectodea longa,Aporrectodea,Lumbricidae,Anecic,2,Individuals per m2
7600_Amosse2016_Amosse_study_20thER,Aporrectodea longa,Aporrectodea longa,Aporrectodea,Lumbricidae,Anecic,51,Individuals per m2
7600_Amosse2016_Amosse_study_19thGR,Aporrectodea longa,Aporrectodea longa,Aporrectodea,Lumbricidae,Anecic,64,Individuals per m2
7600_Amosse2016_Amosse_study_1930VL,Aporrectodea longa,Aporrectodea longa,Aporrectodea,Lumbricidae,Anecic,14,Individuals per m2
7600_Amosse2016_Amosse_study_2010VM,Aporrectodea longa,Aporrectodea longa,Aporrectodea,Lumbricidae,Anecic,3,Individuals per m2
7600_Amosse2016_Amosse_study_1995RP,Aporrectodea longa,Aporrectodea longa,Aporrectodea,Lumbricidae,Anecic,14,Individuals per m2
7600_Amosse2016_Amosse_study_2005RU,Aporrectodea longa,Aporrectodea longa,Aporrectodea,Lumbricidae,Anecic,170,Individuals per m2
7600_Amosse2016_Amosse_study_2010PR,Aporrectodea longa,Aporrectodea longa,Aporrectodea,Lumbricidae,Anecic,12,Individuals per m2
7600_Amosse2016_Amosse_study_19thTU,Aporrectodea nocturna,Aporrectodea nocturna,Aporrectodea,Lumbricidae,Anecic,29,Individuals per m2
7600_Amosse2016_Amosse_study_19thTC,Aporrectodea nocturna,Aporrectodea nocturna,Aporrectodea,Lumbricidae,Anecic,31,Individuals per m2
7600_Amosse2016_Amosse_study_REFUFP,Aporrectodea rosea,Aporrectodea rosea,Aporrectodea,Lumbricidae,Endogeic,28,Individuals per m2
7600_Amosse2016_Amosse_study_20thFS,Aporrectodea rosea,Aporrectodea rosea,Aporrectodea,Lumbricidae,Endogeic,15,Individuals per m2
7600_Amosse2016_Amosse_study_19thTC,Aporrectodea rosea,Aporrectodea rosea,Aporrectodea,Lumbricidae,Endogeic,4,Individuals per m2
7600_Amosse2016_Amosse_study_1970JR,Aporrectodea rosea,Aporrectodea rosea,Aporrectodea,Lumbricidae,Endogeic,104,Individuals per m2
7600_Amosse2016_Amosse_study_2005RU,Aporrectodea rosea,Aporrectodea rosea,Aporrectodea,Lumbricidae,Endogeic,28,Individuals per m2
7600_Amosse2016_Amosse_study_1963WS,Aporrectodea rosea,Aporrectodea rosea,Aporrectodea,Lumbricidae,Endogeic,7,Individuals per m2
7600_Amosse2016_Amosse_study_2005PB,Aporrectodea rosea,Aporrectodea rosea,Aporrectodea,Lumbricidae,Endogeic,91,Individuals per m2
7600_Amosse2016_Amosse_study_1995HR,Aporrectodea rosea,Aporrectodea rosea,Aporrectodea,Lumbricidae,Endogeic,134,Individuals per m2
7600_Amosse2016_Amosse_study_1995RP,Aporrectodea rosea,Aporrectodea rosea,Aporrectodea,Lumbricidae,Endogeic,15,Individuals per m2
7600_Amosse2016_Amosse_study_18thPD,Aporrectodea rosea,Aporrectodea rosea,Aporrectodea,Lumbricidae,Endogeic,116,Individuals per m2
7600_Amosse2016_Amosse_study_19thGR,Aporrectodea rosea,Aporrectodea rosea,Aporrectodea,Lumbricidae,Endogeic,25,Individuals per m2
7600_Amosse2016_Amosse_study_20thER,Aporrectodea rosea,Aporrectodea rosea,Aporrectodea,Lumbricidae,Endogeic,278,Individuals per m2
7600_Amosse2016_Amosse_study_2010VM,Aporrectodea rosea,Aporrectodea rosea,Aporrectodea,Lumbricidae,Endogeic,32,Individuals per m2
7600_Amosse2016_Amosse_study_20thFS,Bimastos eiseni,NA,Bimastos,Lumbricidae,Epigeic,14,Individuals per m2
7600_Amosse2016_Amosse_study_1995RP,Bimastos eiseni,NA,Bimastos,Lumbricidae,Epigeic,9,Individuals per m2
7600_Amosse2016_Amosse_study_1963WS,Dendrobaena octaedra,Dendrobaena octaedra,Dendrobaena,Lumbricidae,Epigeic,5,Individuals per m2
7600_Amosse2016_Amosse_study_18thPD,Dendrobaena octaedra,Dendrobaena octaedra,Dendrobaena,Lumbricidae,Epigeic,111,Individuals per m2
7600_Amosse2016_Amosse_study_1995RP,Dendrobaena octaedra,Dendrobaena octaedra,Dendrobaena,Lumbricidae,Epigeic,3,Individuals per m2
7600_Amosse2016_Amosse_study_2005RU,Dendrobaena octaedra,Dendrobaena octaedra,Dendrobaena,Lumbricidae,Epigeic,11,Individuals per m2
7600_Amosse2016_Amosse_study_2010PR,Dendrobaena octaedra,Dendrobaena octaedra,Dendrobaena,Lumbricidae,Epigeic,1,Individuals per m2
7600_Amosse2016_Amosse_study_2010PR,Dendrodrilus rubidus,Dendrodrilus rubidus,Dendrodrilus,Lumbricidae,Epigeic,11,Individuals per m2
7600_Amosse2016_Amosse_study_20thFS,Lumbricus castaneus,Lumbricus castaneus,Lumbricus,Lumbricidae,Epigeic,28,Individuals per m2
7600_Amosse2016_Amosse_study_2010PR,Lumbricus castaneus,Lumbricus castaneus,Lumbricus,Lumbricidae,Epigeic,29,Individuals per m2
7600_Amosse2016_Amosse_study_18thPD,Lumbricus castaneus,Lumbricus castaneus,Lumbricus,Lumbricidae,Epigeic,25,Individuals per m2
7600_Amosse2016_Amosse_study_REFUFP,Lumbricus castaneus,Lumbricus castaneus,Lumbricus,Lumbricidae,Epigeic,26,Individuals per m2
7600_Amosse2016_Amosse_study_20thFS,Lumbricus rubellus,Lumbricus rubellus,Lumbricus,Lumbricidae,Epigeic,16,Individuals per m2
7600_Amosse2016_Amosse_study_2005PB,Lumbricus rubellus,Lumbricus rubellus,Lumbricus,Lumbricidae,Epigeic,18,Individuals per m2
7600_Amosse2016_Amosse_study_1995RP,Lumbricus rubellus,Lumbricus rubellus,Lumbricus,Lumbricidae,Epigeic,8,Individuals per m2
7600_Amosse2016_Amosse_study_2010PR,Lumbricus rubellus,Lumbricus rubellus,Lumbricus,Lumbricidae,Epigeic,107,Individuals per m2
7600_Amosse2016_Amosse_study_REFUFP,Lumbricus rubellus,Lumbricus rubellus,Lumbricus,Lumbricidae,Epigeic,89,Individuals per m2
7600_Amosse2016_Amosse_study_19thJA,Lumbricus terrestris,Lumbricus terrestris,Lumbricus,Lumbricidae,Anecic,126,Individuals per m2
7600_Amosse2016_Amosse_study_19thTU,Lumbricus terrestris,Lumbricus terrestris,Lumbricus,Lumbricidae,Anecic,3,Individuals per m2
7600_Amosse2016_Amosse_study_1963WS,Lumbricus terrestris,Lumbricus terrestris,Lumbricus,Lumbricidae,Anecic,4,Individuals per m2
7600_Amosse2016_Amosse_study_19thTC,Lumbricus terrestris,Lumbricus terrestris,Lumbricus,Lumbricidae,Anecic,2,Individuals per m2
7600_Amosse2016_Amosse_study_1995HR,Lumbricus terrestris,Lumbricus terrestris,Lumbricus,Lumbricidae,Anecic,46,Individuals per m2
7600_Amosse2016_Amosse_study_1930VL,Lumbricus terrestris,Lumbricus terrestris,Lumbricus,Lumbricidae,Anecic,13,Individuals per m2
7600_Amosse2016_Amosse_study_20thER,Lumbricus terrestris,Lumbricus terrestris,Lumbricus,Lumbricidae,Anecic,1,Individuals per m2
7600_Amosse2016_Amosse_study_1933PL,Lumbricus terrestris,Lumbricus terrestris,Lumbricus,Lumbricidae,Anecic,1,Individuals per m2
7600_Amosse2016_Amosse_study_18thPD,Lumbricus terrestris,Lumbricus terrestris,Lumbricus,Lumbricidae,Anecic,10,Individuals per m2
7600_Amosse2016_Amosse_study_19thGR,Lumbricus terrestris,Lumbricus terrestris,Lumbricus,Lumbricidae,Anecic,67,Individuals per m2
7600_Amosse2016_Amosse_study_2005RU,Lumbricus terrestris,Lumbricus terrestris,Lumbricus,Lumbricidae,Anecic,10,Individuals per m2
7600_Amosse2016_Amosse_study_20thFS,Lumbricus terrestris,Lumbricus terrestris,Lumbricus,Lumbricidae,Anecic,20,Individuals per m2
7600_Amosse2016_Amosse_study_18thPD,Octolasion cyaneum,Octolasion cyaneum,Octolasion,Lumbricidae,Endogeic,144,Individuals per m2
7600_Amosse2016_Amosse_study_18thPD,Octolasion tyrtaeum,Octolasion tyrtaeum,Octolasion,Lumbricidae,Epi-Endogeic,20,Individuals per m2
7600_Amosse2016_Amosse_study_REFUFP,Octolasion tyrtaeum,Octolasion tyrtaeum,Octolasion,Lumbricidae,Epi-Endogeic,19,Individuals per m2
7600_Amosse2016_Amosse_study_19thGR,Octolasion tyrtaeum,Octolasion tyrtaeum,Octolasion,Lumbricidae,Epi-Endogeic,9,Individuals per m2
7600_Amosse2016_Amosse_study_1995RP,Octolasion tyrtaeum,Octolasion tyrtaeum,Octolasion,Lumbricidae,Epi-Endogeic,13,Individuals per m2
7600_Amosse2016_Amosse_study_1995HR,Octolasion tyrtaeum,Octolasion tyrtaeum,Octolasion,Lumbricidae,Epi-Endogeic,3,Individuals per m2
7600_Amosse2016_Amosse_study_2010PR,Octolasion tyrtaeum,Octolasion tyrtaeum,Octolasion,Lumbricidae,Epi-Endogeic,9,Individuals per m2
7600_Amosse2016_Amosse_study_19thJA,Octolasion tyrtaeum,Octolasion tyrtaeum,Octolasion,Lumbricidae,Epi-Endogeic,16,Individuals per m2
7601_GutierrezLopez2016_Bio-bio2010_ed05lb,Allolobophora chlorotica,Allolobophora chlorotica,Allolobophora,Lumbricidae,Epi-Endogeic,NA,NA
7601_GutierrezLopez2016_Bio-bio2010_ed05lb,Allolobophora chlorotica,Allolobophora chlorotica,Allolobophora,Lumbricidae,Epi-Endogeic,NA,NA
7601_GutierrezLopez2016_Bio-bio2010_ed05lc,Allolobophora chlorotica,Allolobophora chlorotica,Allolobophora,Lumbricidae,Epi-Endogeic,NA,NA
7601_GutierrezLopez2016_Bio-bio2010_ed05lb,Allolobophora chlorotica,Allolobophora chlorotica,Allolobophora,Lumbricidae,Epi-Endogeic,NA,NA
7601_GutierrezLopez2016_Bio-bio2010_ed05i,Allolobophora chlorotica,Allolobophora chlorotica,Allolobophora,Lumbricidae,Epi-Endogeic,NA,NA
7601_GutierrezLopez2016_Bio-bio2010_ed03n,Allolobophora chlorotica,Allolobophora chlorotica,Allolobophora,Lumbricidae,Epi-Endogeic,NA,NA
7601_GutierrezLopez2016_Bio-bio2010_ed04o,Allolobophora chlorotica,Allolobophora chlorotica,Allolobophora,Lumbricidae,Epi-Endogeic,NA,NA
7601_GutierrezLopez2016_Bio-bio2010_ed05f,Allolobophora chlorotica,Allolobophora chlorotica,Allolobophora,Lumbricidae,Epi-Endogeic,NA,NA
7601_GutierrezLopez2016_Bio-bio2010_ed05m,Allolobophora chlorotica,Allolobophora chlorotica,Allolobophora,Lumbricidae,Epi-Endogeic,NA,NA
7601_GutierrezLopez2016_Bio-bio2010_ed03n,Allolobophora chlorotica,Allolobophora chlorotica,Allolobophora,Lumbricidae,Epi-Endogeic,NA,NA
7601_GutierrezLopez2016_Bio-bio2010_ed04f,Allolobophora chlorotica,Allolobophora chlorotica,Allolobophora,Lumbricidae,Epi-Endogeic,NA,NA
7601_GutierrezLopez2016_Bio-bio2010_ed10k,Aporrectodea caliginosa,Aporrectodea caliginosa,Aporrectodea,Lumbricidae,Endogeic,NA,NA
7601_GutierrezLopez2016_Bio-bio2010_ed10k,Aporrectodea caliginosa,Aporrectodea caliginosa,Aporrectodea,Lumbricidae,Endogeic,NA,NA
7601_GutierrezLopez2016_Bio-bio2010_eo02a,Aporrectodea icterica,Aporrectodea icterica,Aporrectodea,Lumbricidae,Endogeic,NA,NA
7601_GutierrezLopez2016_Bio-bio2010_ed08d,Aporrectodea icterica,Aporrectodea icterica,Aporrectodea,Lumbricidae,Endogeic,NA,NA
7601_GutierrezLopez2016_Bio-bio2010_ed08d,Aporrectodea icterica,Aporrectodea icterica,Aporrectodea,Lumbricidae,Endogeic,NA,NA
7601_GutierrezLopez2016_Bio-bio2010_eo02a,Aporrectodea icterica,Aporrectodea icterica,Aporrectodea,Lumbricidae,Endogeic,NA,NA
7601_GutierrezLopez2016_Bio-bio2010_eo02a,Aporrectodea icterica,Aporrectodea icterica,Aporrectodea,Lumbricidae,Endogeic,NA,NA
7601_GutierrezLopez2016_Bio-bio2010_ed01la,Aporrectodea molleri,Aporrectodea molleri,Aporrectodea,Lumbricidae,Anecic,NA,NA
7601_GutierrezLopez2016_Bio-bio2010_ed07la,Aporrectodea molleri,Aporrectodea molleri,Aporrectodea,Lumbricidae,Anecic,NA,NA
7601_GutierrezLopez2016_Bio-bio2011c_D6-5-Formol,Aporrectodea molleri,Aporrectodea molleri,Aporrectodea,Lumbricidae,Anecic,8,Number of individuals
7601_GutierrezLopez2016_Bio-bio2011b_D6-6-AITC,Aporrectodea molleri,Aporrectodea molleri,Aporrectodea,Lumbricidae,Anecic,10,Number of individuals
7601_GutierrezLopez2016_Bio-bio2011c_D6-4-Formol,Aporrectodea molleri,Aporrectodea molleri,Aporrectodea,Lumbricidae,Anecic,18,Number of individuals
7601_GutierrezLopez2016_Bio-bio2010_ed09k,Aporrectodea molleri,Aporrectodea molleri,Aporrectodea,Lumbricidae,Anecic,NA,NA
7601_GutierrezLopez2016_Bio-bio2011c_D6-6-Formol,Aporrectodea molleri,Aporrectodea molleri,Aporrectodea,Lumbricidae,Anecic,3,Number of individuals
7601_GutierrezLopez2016_Bio-bio2010_ed08i,Aporrectodea molleri,Aporrectodea molleri,Aporrectodea,Lumbricidae,Anecic,NA,NA
7601_GutierrezLopez2016_Bio-bio2010_ed09o,Aporrectodea molleri,Aporrectodea molleri,Aporrectodea,Lumbricidae,Anecic,NA,NA
7601_GutierrezLopez2016_Bio-bio2010_ed09i,Aporrectodea molleri,Aporrectodea molleri,Aporrectodea,Lumbricidae,Anecic,NA,NA
7601_GutierrezLopez2016_Bio-bio2010_ed08la,Aporrectodea molleri,Aporrectodea molleri,Aporrectodea,Lumbricidae,Anecic,NA,NA
7601_GutierrezLopez2016_Bio-bio2010_ed01m,Aporrectodea molleri,Aporrectodea molleri,Aporrectodea,Lumbricidae,Anecic,NA,NA
7601_GutierrezLopez2016_Bio-bio2010_ed06lb,Aporrectodea molleri,Aporrectodea molleri,Aporrectodea,Lumbricidae,Anecic,NA,NA
7601_GutierrezLopez2016_Bio-bio2010_ed02i,Aporrectodea molleri,Aporrectodea molleri,Aporrectodea,Lumbricidae,Anecic,NA,NA
7601_GutierrezLopez2016_Bio-bio2010_ed10la,Aporrectodea molleri,Aporrectodea molleri,Aporrectodea,Lumbricidae,Anecic,NA,NA
7601_GutierrezLopez2016_Bio-bio2010_ed02d,Aporrectodea molleri,Aporrectodea molleri,Aporrectodea,Lumbricidae,Anecic,NA,NA
7601_GutierrezLopez2016_Bio-bio2010_ed06j,Aporrectodea molleri,Aporrectodea molleri,Aporrectodea,Lumbricidae,Anecic,NA,NA
7601_GutierrezLopez2016_Bio-bio2010_ed06g,Aporrectodea molleri,Aporrectodea molleri,Aporrectodea,Lumbricidae,Anecic,NA,NA
7601_GutierrezLopez2016_Bio-bio2010_ed06ld,Aporrectodea molleri,Aporrectodea molleri,Aporrectodea,Lumbricidae,Anecic,NA,NA
7601_GutierrezLopez2016_Bio-bio2010_eo10ld,Aporrectodea molleri,Aporrectodea molleri,Aporrectodea,Lumbricidae,Anecic,NA,NA
7601_GutierrezLopez2016_Bio-bio2011d_D6-6-AITC+Soil,Aporrectodea molleri,Aporrectodea molleri,Aporrectodea,Lumbricidae,Anecic,36,Number of individuals
7601_GutierrezLopez2016_Bio-bio2011a_D6-5-Soil,Aporrectodea molleri,Aporrectodea molleri,Aporrectodea,Lumbricidae,Anecic,36,Number of individuals
7601_GutierrezLopez2016_Bio-bio2010_ed10la,Aporrectodea molleri,Aporrectodea molleri,Aporrectodea,Lumbricidae,Anecic,NA,NA
7601_GutierrezLopez2016_Bio-bio2010_ed01lc,Aporrectodea molleri,Aporrectodea molleri,Aporrectodea,Lumbricidae,Anecic,NA,NA
7601_GutierrezLopez2016_Bio-bio2011d_D6-4-AITC+Soil,Aporrectodea molleri,Aporrectodea molleri,Aporrectodea,Lumbricidae,Anecic,8,Number of individuals
7601_GutierrezLopez2016_Bio-bio2010_ed02f,Aporrectodea molleri,Aporrectodea molleri,Aporrectodea,Lumbricidae,Anecic,NA,NA
7601_GutierrezLopez2016_Bio-bio2010_ed02c,Aporrectodea molleri,Aporrectodea molleri,Aporrectodea,Lumbricidae,Anecic,NA,NA
7601_GutierrezLopez2016_Bio-bio2010_ed06lb,Aporrectodea molleri,Aporrectodea molleri,Aporrectodea,Lumbricidae,Anecic,NA,NA
7601_GutierrezLopez2016_Bio-bio2010_ed02d,Aporrectodea molleri,Aporrectodea molleri,Aporrectodea,Lumbricidae,Anecic,NA,NA
7601_GutierrezLopez2016_Bio-bio2011d_D6-3-AITC+Soil,Aporrectodea molleri,Aporrectodea molleri,Aporrectodea,Lumbricidae,Anecic,25,Number of individuals
7601_GutierrezLopez2016_Bio-bio2010_ed06b,Aporrectodea molleri,Aporrectodea molleri,Aporrectodea,Lumbricidae,Anecic,NA,NA
7601_GutierrezLopez2016_Bio-bio2011e_D6-2-Formol+Soil,Aporrectodea molleri,Aporrectodea molleri,Aporrectodea,Lumbricidae,Anecic,12,Number of individuals
7601_GutierrezLopez2016_Bio-bio2010_ed04k,Aporrectodea molleri,Aporrectodea molleri,Aporrectodea,Lumbricidae,Anecic,NA,NA
7601_GutierrezLopez2016_Bio-bio2010_ed03o,Aporrectodea molleri,Aporrectodea molleri,Aporrectodea,Lumbricidae,Anecic,NA,NA
7601_GutierrezLopez2016_Bio-bio2010_ed07la,Aporrectodea molleri,Aporrectodea molleri,Aporrectodea,Lumbricidae,Anecic,NA,NA
7601_GutierrezLopez2016_Bio-bio2010_ed03o,Aporrectodea molleri,Aporrectodea molleri,Aporrectodea,Lumbricidae,Anecic,NA,NA
7601_GutierrezLopez2016_Bio-bio2010_ed10p,Aporrectodea molleri,Aporrectodea molleri,Aporrectodea,Lumbricidae,Anecic,NA,NA
7601_GutierrezLopez2016_Bio-bio2010_ed04s,Aporrectodea molleri,Aporrectodea molleri,Aporrectodea,Lumbricidae,Anecic,NA,NA
7601_GutierrezLopez2016_Bio-bio2010_ed07j,Aporrectodea molleri,Aporrectodea molleri,Aporrectodea,Lumbricidae,Anecic,NA,NA
7601_GutierrezLopez2016_Bio-bio2010_ed01k,Aporrectodea molleri,Aporrectodea molleri,Aporrectodea,Lumbricidae,Anecic,NA,NA
7601_GutierrezLopez2016_Bio-bio2010_ed03h,Aporrectodea molleri,Aporrectodea molleri,Aporrectodea,Lumbricidae,Anecic,NA,NA
